,Unnamed: 0,lien_http,note,Nb_votes,Nb_carnets,Titre,Temps,Niveau,eco,nb_part,ingrédients
388,388,https://www.marmiton.org/recettes/recette_simple-gibier-en-civet-de-noel_342846.aspx,4.5,2.0,359.0,Simple gibier en civet de Noël,2h45,Niveau moyen,Coût moyen,5.0,"['1.2 kg de sauté de veau de cerf, sanglier, biche ou chevreuil', '2 oignons', ""2 gousses d'ail"", '1 orange non traitée pour le zeste', '1 bouquet garni', '2 cuillères à soupe de gelée de fraise, framboise ou groseille', '1 cuillère à soupe de farine ou sauceline', ""5 cl d'armagnac"", '1 bouteille de vin rouge']"
389,389,https://www.marmiton.org/recettes/recette_petits-coeurs-petits-fours-de-noel_19507.aspx,4.2,14.0,4100.0,Petits coeurs ( petits fours de Noël ),40 min,facile,Coût moyen,4.0,"[""3 jaunes d'oeuf"", '120 g de sucre fin', '1 sachet de sucre vanillé', '1 zeste de citron râpé', '200 g de noisettes moulues', '1/2 cuillère à café de levure chimique', '100 g de sucre glace', ""1 cuillère à soupe d'eau chaude"", 'Rhum']"
390,390,https://www.marmiton.org/recettes/recette_galette-des-rois-aux-fruits-secs_26581.aspx,4.3,7.0,1200.0,Galette des rois aux fruits secs,55 min,très facile,Coût moyen,6.0,"['2 pâtes feuilletées pur beurre', '250 g de fruits secs mélangés (abricots, dattes, figues, pruneaux)', ""150 g d'amandes"", 'Noisettes', 'Pignons', 'Pistaches', '125 g de beurre', '2 oeufs + 1 jaune', '2 sachets de sucre vanillé']"
391,391,https://www.marmiton.org/recettes/recette_buche-de-noel-creme-patissiere-et-chocolat_34126.aspx,4.3,41.0,4500.0,Bûche de Noël crème pâtissière et chocolat,48 min,Niveau moyen,Coût moyen,10.0,"['150 g de farine', '120 g de sucre en poudre', '1 sachet de sucre vanillé (ou en poudre)', '6 oeufs', '1 pincée de sel', '75 cl de lait', '6 cuillères à soupe de sucre en poudre', '1 sachet de sucre vanillé (ou 1 gousse de vanille)', ""3 jaunes d'oeuf + 1 œuf entier"", ""75 g de farine (pour qu'elle soit un peu épaisse)"", '100 g de chocolat', '20 cl de crème fraîche', '1 cuillère à soupe de sucre']"
392,392,https://www.marmiton.org/recettes/recette_galette-des-rois-aux-oranges-confites_26591.aspx,4.9,8.0,952.0,galette des rois aux oranges confites,1 h,très facile,bon marché,6.0,"['2 pâtes feuilletées', ""100 g d'orange confites (faites maison ou plus simplement achetées au rayon fruits confits de votre supermarché)"", '5 cl de grand-marnier', '20 cl de crème fraîche liquide', '5 cl de lait', '1 oeuf 1 jaune', '50 g de sucre', '20 g de farine', '20 g de beurre', '1 fève']"
393,393,https://www.marmiton.org/recettes/recette_galettes-vegetales-aux-tomates-sechees_167522.aspx,5.0,2.0,151.0,Galettes végétales aux tomates séchées,25 min,très facile,bon marché,2.0,"[""80 g de céréale (j'ai utilisé ici un mélange de flocons de kamut, quinoa et avoine en proportions égales)"", '15 cl de lait de soja', '1 oeuf', ""5 tomates séchées à l'huile d'olive (selon la taille)"", '10 oignons grelots au vinaigre', 'Poivre', 'Sel', '1 cuillère à café de curry en poudre à doser selon le goût', '1 cuillère à soupe de basilic ciselé', ""Huile d'olive (ici) ou huile neutre pour faire cuire les galettes""]"
394,394,https://www.marmiton.org/recettes/recette_galette-de-carottes-et-colin_307586.aspx,3.3,3.0,164.0,Galette de carottes et colin,30 min,facile,bon marché,4.0,"['5 carottes', '1 poireau', 'Oignon', ""2 gousses d'ail"", '2 filets de colin frais ou congelés', '3 oeufs', '80 g de farine', 'Sel', 'Poivre', ""Huile d'olive""]"
395,395,https://www.marmiton.org/recettes/recette_biscuits-de-noel-au-chocolat-brabanzerl_43156.aspx,3.9,14.0,1500.0,Biscuits de Noël au chocolat (Brabanzerl),30 min,très facile,bon marché,20.0,"['200 g de farine', '60 g de sucre glace', '1 pincée de sel', ""60 g de poudre d'amandes"", '200 g de beurre ou de margarine', '160 g de chocolat noir', 'Confiture de groseille', 'Amandes entières']"
396,396,https://www.marmiton.org/recettes/recette_galette-des-rois-de-chef-en-herbe_221394.aspx,4.9,32.0,1800.0,"Galette des rois de ""Chef en herbe""",45 min,facile,bon marché,6.0,"['2 pâtes feuilletées', ""210 g de poudre d'amandes (ou amadin, pour une saveur plus intense)"", '150 g de sucre fin', '3 oeufs', '115 g de beurre mou', '3 cuillères à soupe de crème fraîche', ""1 cuillère à café d'extrait d'amande amère"", '1 cuillère à soupe de rhum', ""1 jaune d'oeuf"", '1 fève']"
397,397,https://www.marmiton.org/recettes/recette_galette-des-rois-au-chocolat_52669.aspx,4.0,2.0,109.0,Galette des rois au chocolat,35 min,très facile,bon marché,6.0,"['2 pâtes feuilletées', ""75 g de poudre d'amandes"", '180 g de chocolat noir', '3 oeufs', '80 g de sucre', '50 g de beurre doux', '3 pincées de cannelle en poudre', '2 cuillères à soupe de rhum']"
398,398,https://www.marmiton.org/recettes/recette_galette-des-rois-au-cacao_23889.aspx,4.0,2.0,140.0,Galette des Rois au cacao,1h45,facile,Coût moyen,6.0,"['400 g de pâte feuilletée', 'Farine', '75 g de beurre', '75 g de sucre', ""75 g d'amandes en poudre"", '2 oeufs', '40 g de cacao non sucré (ou 50g de chocolat à 70%)']"
399,399,https://www.marmiton.org/recettes/recette_foret-de-noel-ravioli-aux-epinards_253927.aspx,2.0,1.0,71.0,Forêt de noël : ravioli aux épinards,2h07,Niveau moyen,bon marché,6.0,"[""400 g d'épinards surgelés"", '800 g de farine T65', '2 pommes de terre cuites froides', '80 g de cerneau de noix', ""4 cuillères à soupe d'huile de noix"", 'Sel', 'Poivre', '20 g de pignons de pin hachés grossièrement', '20 cl de sauce tomate']"
400,400,https://www.marmiton.org/recettes/recette_galettes-de-puree-aux-herbes_24886.aspx,2.5,2.0,82.0,Galettes de purée aux herbes,20 min,facile,Coût moyen,4.0,"['500 g de purée de pommes de terre', '1 oeuf', '2 cuillères à soupe de farine', '2 cuillères à soupe de persil haché', '2 cuillères à soupe de ciboulette ciselée', 'Poivre', 'Sel', ""Huile d'olive""]"
401,401,https://www.marmiton.org/recettes/recette_buche-de-noel-a-la-vanille_334429.aspx,3.8,4.0,762.0,bûche de Noël à la vanille,2h10,Niveau moyen,bon marché,6.0,"['3 oeufs', '90 g de sucre', '1 sachet de levure chimique', '80 g de farine', '50 g de maïzena', '1 sachet de sucre vanillé', '125 g de beurre', '100 g de sucre', ""20 g d'eau"", '1 oeuf entier', ""1 jaune d'oeuf"", ""4 g d'extrait de vanille""]"
402,402,https://www.marmiton.org/recettes/recette_galettes-saucisses-revisitees-pour-l-apero_528172.aspx,0.0,0.0,0.0,Galettes saucisses revisitées pour l'apéro,51 min,facile,bon marché,6.0,"['4 galettes de sarrasin', '2 saucisses de morteau', ""Moutarde à l'ancienne"", '2 échalotes', '1 oignon rouge', '1 oignon jaune', '20 cl de vinaigre de cidre', '15 cl de cidre', ""Huile d'olive""]"
403,403,https://www.marmiton.org/recettes/recette_galette-des-rois-aux-oranges-confites_26591.aspx,4.9,8.0,952.0,galette des rois aux oranges confites,1 h,très facile,bon marché,6.0,"['2 pâtes feuilletées', ""100 g d'orange confites (faites maison ou plus simplement achetées au rayon fruits confits de votre supermarché)"", '5 cl de grand-marnier', '20 cl de crème fraîche liquide', '5 cl de lait', '1 oeuf 1 jaune', '50 g de sucre', '20 g de farine', '20 g de beurre', '1 fève']"
404,404,https://www.marmiton.org/recettes/recette_galette-au-sucre-rapide-pour-enfants-impatients_64626.aspx,4.6,20.0,1200.0,Galette au sucre rapide pour enfants impatients,30 min,très facile,bon marché,6.0,"['250 g de farine', '200 g de sucre', '3 oeufs', '20 cl de fromage blanc (ou yaourt)', '1 sachet de levure', ""Fleur d'oranger"", '1 sachet de sucre vanillé', '50 g de sucre']"
405,405,https://www.marmiton.org/recettes/recette_simple-gibier-en-civet-de-noel_342846.aspx,4.5,2.0,359.0,Simple gibier en civet de Noël,2h45,Niveau moyen,Coût moyen,5.0,"['1.2 kg de sauté de veau de cerf, sanglier, biche ou chevreuil', '2 oignons', ""2 gousses d'ail"", '1 orange non traitée pour le zeste', '1 bouquet garni', '2 cuillères à soupe de gelée de fraise, framboise ou groseille', '1 cuillère à soupe de farine ou sauceline', ""5 cl d'armagnac"", '1 bouteille de vin rouge']"
406,406,https://www.marmiton.org/recettes/recette_galette-des-rois-de-chef-en-herbe_221394.aspx,4.9,32.0,1800.0,"Galette des rois de ""Chef en herbe""",45 min,facile,bon marché,6.0,"['2 pâtes feuilletées', ""210 g de poudre d'amandes (ou amadin, pour une saveur plus intense)"", '150 g de sucre fin', '3 oeufs', '115 g de beurre mou', '3 cuillères à soupe de crème fraîche', ""1 cuillère à café d'extrait d'amande amère"", '1 cuillère à soupe de rhum', ""1 jaune d'oeuf"", '1 fève']"
407,407,https://www.marmiton.org/recettes/recette_tiramisu-de-noel-orange-pain-d-epices_232504.aspx,3.0,1.0,223.0,"Tiramisu de Noël (orange, pain d'épices)",30 min,facile,bon marché,12.0,"[""Pain d'épices"", '1 orange', '1 cuillère à soupe de liqueur de mandarine (ou autre)', '250 g de mascarpone', '3 oeufs', '60 g de sucre', '2 sachets de sucre vanillé', 'Cannelle', 'Orange confites']"
408,408,https://www.marmiton.org/recettes/recette_foret-de-noel-ravioli-aux-epinards_253927.aspx,2.0,1.0,71.0,Forêt de noël : ravioli aux épinards,2h07,Niveau moyen,bon marché,6.0,"[""400 g d'épinards surgelés"", '800 g de farine T65', '2 pommes de terre cuites froides', '80 g de cerneau de noix', ""4 cuillères à soupe d'huile de noix"", 'Sel', 'Poivre', '20 g de pignons de pin hachés grossièrement', '20 cl de sauce tomate']"
409,409,https://www.marmiton.org/recettes/recette_tiramisu-de-noel-a-la-clementine_231501.aspx,0.0,0.0,193.0,Tiramisù de Noël à la clémentine,45 min,facile,bon marché,6.0,"['250 g de mascarpone', '20 cl de crème entière 35%', '2 oeufs frais (jaunes et blancs séparés)', ""2 pains d'épices"", '1 cuillère à soupe de rhum (facultatif)', '1 pincée de cannelle (facultatif)', 'Sucre glace', 'Clémentine']"
410,410,https://www.marmiton.org/recettes/recette_buche-de-noel-vanille-fruits-rouges_84959.aspx,4.7,17.0,1500.0,Buche de Noël vanille fruits rouges,50 min,très facile,bon marché,8.0,"['4 oeufs', '90 g de sucre', '40 g de fécule', '40 g de farine', '25 g de chocolat à dessert', '1 noix de beurre (pour le plat)', '1 pincée de sel', '250 g de fruits rouges (congelés)', '3 cuillères à soupe de sucre glace', '100 g de fruits rouges', '30 cl de crème fraîche liquide', '1 g de vanille en poudre']"
411,411,https://www.marmiton.org/recettes/recette_petits-gateaux-de-noel-a-la-cannelle-alsace_19636.aspx,4.3,40.0,4800.0,Petits gâteaux de Noël à la cannelle (Alsace),35 min,très facile,bon marché,6.0,"['500 g de farine', '250 g de sucre', '250 g de beurre', '3 oeufs', '1 cuillère à soupe de cannelle moulue', 'zeste de citron', ""1 jaune d'oeuf pour dorer""]"
412,412,https://www.marmiton.org/recettes/recette_galette-bressane-pate-a-tarte-montee_29045.aspx,4.6,16.0,656.0,Galette bressane (pâte à tarte montée),25 min,très facile,bon marché,8.0,"['200 g de farine', '1/8 l de lait + 1/4 cube de levure de boulanger', '10 g de sucre', '1 oeuf', '50 g de beurre fondu', 'Crème', 'Sucre roux', 'Fruits', 'Confiture']"
413,413,https://www.marmiton.org/recettes/recette_salade-de-fruits-d-hiver-en-orange-et-vert_30669.aspx,4.7,11.0,309.0,Salade de fruits d'hiver en orange et vert,20 min,très facile,Coût moyen,6.0,"['750 g de clémentine sans pépins', '5 kiwis', '5 cl de rhum', '30 g de cassonade', '1 citron vert', ""5 cl d'eau""]"
414,414,https://www.marmiton.org/recettes/recette_galette-des-rois-moelleuse-a-la-creme-frangipane_66197.aspx,4.6,79.0,3800.0,Galette des rois moelleuse à la crème frangipane,45 min,facile,Coût moyen,8.0,"['1 pâte sablée', '1 pâte feuilletée', ""1 jaune d'oeuf"", '1 fève', ""60 g d'amandes"", '60 g de sucre', '80 g de beurre mou', '40 g de farine', '40 cl de lait', '80 g de sucre', ""3 jaunes d'oeuf"", ""goutte d'amandes amère"", '2 cuillères à café de rhum', '1 cuillère à café de vanille liquide']"
415,415,https://www.marmiton.org/recettes/recette_galette-des-rois-fourree-au-citron_65199.aspx,4.6,9.0,367.0,Galette des rois fourrée au citron,45 min,très facile,bon marché,8.0,"['2 rouleaux de pâte feuilletée', '3 citrons non traités', '4 oeufs', '250 g de sucre en poudre', '1 cuillère à soupe de maïzena', '50 g de beurre', '2 cuillères à soupe de sucre glace', '1 fève']"
417,417,https://www.marmiton.org/recettes/recette_galette-beurree-des-rois-facon-dunkerquoise_54671.aspx,4.5,23.0,468.0,Galette beurrée des Rois façon Dunkerquoise,50 min,facile,bon marché,10.0,"['150 g de sucre', '3 oeufs entiers', '3 cuillères à soupe de lait', '1 sachet de levure chimique', '150 g de farine', '120 g de sucre glace', '125 g de margarine', '1 oeuf entier', '2 cuillères à soupe de rhum ambré (plus ou moins selon le goût souhaité)']"
418,418,https://www.marmiton.org/recettes/recette_galette-des-rois-au-gout-de-calisson_44053.aspx,4.5,17.0,1500.0,Galette des Rois au goût de Calisson,35 min,très facile,assez cher,7.0,"['2 rouleaux de pâte feuilletée pur beurre', ""150 g de poudre d'amandes"", '100 g de beurre fondu et refroidi', '80 g de sucre', '2 oeufs', ""1/2 pot de confiture d'oranges en petits morceaux (190 à 200 g)"", '1 tranche de melon confit haché (entre 170 et 200 g)', '3 cuillères à soupe de grand-marnier', ""goutte d'essence d'amande amère""]"
419,419,https://www.marmiton.org/recettes/recette_bricks-croustillantes-aux-fruits-d-hiver_87700.aspx,0.0,0.0,37.0,Bricks croustillantes aux fruits d'hiver,40 min,très facile,bon marché,6.0,"['6 feuilles de brick', 'Compote de pommes (1 kg de trois variétes de pommes differentes)', '1 mangue bien mûre', '1 ananas', '1 banane', '1/2 citron']"
420,420,https://www.marmiton.org/recettes/recette_gateaux-de-noel-alsacien-ou-schwowebredele_82635.aspx,5.0,6.0,1100.0,Gâteaux de noël alsacien ou schwowebredele,2h10,facile,Coût moyen,6.0,"['270 g de beurre mou', '250 g de sucre', '2 oeufs', '1 cannelle', ""150 g de poudre d'amandes"", '500 g de farine', ""écorces d'oranges confites"", 'Anis']"
421,421,https://www.marmiton.org/recettes/recette_galette-bretonne-a-la-farine-de-sarrasin_55663.aspx,4.0,35.0,4500.0,Galette bretonne à la farine de sarrasin,31 min,Niveau moyen,bon marché,6.0,"['500 g de farine de sarrasin', '15 g de sel gris de Guérande', '1 oeuf', ""70 cl d'eau"", 'Saindoux pour la cuisson', '1 oeuf par personne', '1/2 tranche de jambon', 'Gruyère râpé', 'Champignon']"
422,422,https://www.marmiton.org/recettes/recette_galette-des-rois-saveur-coco-rapide_58997.aspx,5.0,4.0,595.0,Galette des rois saveur coco rapide,50 min,très facile,bon marché,6.0,"['300 g de petit suisse (6 pots)', '150 g de beurre mou', '300 g de farine', '75 g de sucre semoule', '50 g de noix de coco rapée', '50 g de beurre mou', '1 oeuf', ""1 jaune d'oeuf pour dorer""]"
