,Unnamed: 0,lien_http,note,Nb_votes,Nb_carnets,Titre,Temps,Niveau,eco,nb_part,ingrédients
779,779,https://www.marmiton.org/recettes/recette_galette-des-rois-amande-noisette-praline_54838.aspx,3.5,2.0,100.0,Galette des rois amande noisette praliné,35 min,très facile,Coût moyen,6.0,"['2 pâtes feuilletées au beurre', '100 g de beurre', '50 g de sucre', '1 oeuf + 1 jaune', ""100 g de poudre d'amandes"", '100 g de poudre de noisette', '50 g de praliné en poudre', '1 cuillère à soupe de lait', 'Pépite de nougatine (facultatif)']"
780,780,https://www.marmiton.org/recettes/recette_galettes-de-mais-et-petits-pois_233159.aspx,4.0,1.0,46.0,Galettes de maïs et petits pois,25 min,facile,bon marché,4.0,"['250 g de maïs en conserve', '250 g de petits pois en conserve', '3 oeufs', '150 g de gruyère râpé', '3 cuillères à soupe de farine', '1 pincée de sel', '1 pincée de poivre', ""2 cuillères à soupe d'huile (tournesol ou type Frial)""]"
781,781,https://www.marmiton.org/recettes/recette_galette-de-risotto-a-la-pancetta_48280.aspx,4.0,1.0,32.0,Galette de risotto à la pancetta,40 min,facile,bon marché,4.0,"['125 cl de vin blanc', '200 g de riz rond', '1 oignon', ""1 gousse d'ail"", '75 cl de bouillon de poule', ""1 blanc d'oeuf"", 'Persil', 'Ciboulette', 'Basilic', '12 cl de lait concentré non sucré', 'Parmesan', 'Maïzena']"
782,782,https://www.marmiton.org/recettes/recette_galettes-de-crevettes-a-la-tonkinoise_52386.aspx,4.0,1.0,35.0,Galettes de crevettes à la tonkinoise,27 min,facile,Coût moyen,15.0,"['500 g de crevettes décortiquées (cuites ou crues)', '150 g de lardons', '1 oignon', 'Poivre', '1 oeuf battu (facultatif, il sert à faire adhérer le mélange)', 'Farine', 'Huile de friture']"
783,783,https://www.marmiton.org/recettes/recette_galette-aux-pommes-oranges-et-miel_43970.aspx,4.0,1.0,21.0,"Galette aux pommes, oranges et miel",1h05,très facile,bon marché,8.0,"['2 pâtes feuilletées', '4 pommes (style Royale gala)', '3 oranges', '2 grosses cuillères à soupe de miel (toutes fleurs)', '1.5 cuillère à soupe de sucre roux', ""1 jaune d'oeuf"", '1 cuillère à soupe de lait']"
784,784,https://www.marmiton.org/recettes/recette_galette-de-mais-et-sauce-tomate_94394.aspx,0.0,0.0,29.0,Galette de maïs et sauce tomate,35 min,très facile,bon marché,4.0,"['260 g de maïs', '1 oignon', '100 g de gruyère râpé', '125 g de farine', '1 oeuf', '1 grand verre de lait', '1 pincée de sel et de poivre', ""1 gousse d'ail"", '1 cuillère de concentré de tomates', '3 tomates pelées concassée', 'Basilic', ""2 cuillères d'huile d'olive"", 'Poivre', 'Sel']"
785,785,https://www.marmiton.org/recettes/recette_galettes-de-sarrasin-aux-fruits-secs_10724.aspx,0.0,0.0,603.0,Galettes de sarrasin aux fruits secs,35 min,facile,bon marché,6.0,"['250 g de farine de sarrasin', '75 g de farine de blé', '1 cuillère à café de sel', '1 cuillère à café de levure', 'Poivre', '1 oeuf entier', ""2 cuillères à café d'huile"", ""75 cl d'eau"", '4 tranches de jambon braisé', '50 g de noix', '50 g de noix cajou', '2 carré frais']"
786,786,https://www.marmiton.org/recettes/recette_galettes-a-la-creme-de-lait_25820.aspx,4.0,3.0,42.0,Galettes à la crème de lait,20 min,très facile,bon marché,4.0,"['125 g de crème ""cuite"" (qui est en fait la peau du lait obtenue après ébullition)', '90 g de sucre en poudre', '125 g de farine']"
788,788,https://www.marmiton.org/recettes/recette_brioches-de-noel-aux-citrons-confits_221830.aspx,0.0,0.0,31.0,Brioches de Noël au citron confit,2h20,facile,bon marché,30.0,"['500 g de farine', '1 sachet de levure de boulangerie', '15 cl de lait tiède', '75 g de sucre', '1 pincée de sel', '100 g de beurre fondu', '2 oeufs', '1 citron confit', ""1 cuillère à soupe d'eau de fleurs d'oranger"", '40 g de beurre mou', '2 sachets de sucre vanillée', ""1 jaune d'oeuf battu avec un peu de lait pour dorer"", 'Sucre glace']"
789,789,https://www.marmiton.org/recettes/recette_roses-de-noel-legumes-et-jambon_64158.aspx,0.0,0.0,118.0,Roses de Noël : légumes et jambon,40 min,facile,bon marché,6.0,"['3 tranches de jambon pas trop fine', '3 tranches de saumon fumé', '12 tomates cerise', '1 bocal de betterave rouge', ""1 bocal d'asperge"", '1 boîte de macédoine de légumes', '2 cuillères à soupe de mayonnaise (light, aux œufs ou au citron selon les goûts)', '1 cuillère à café de vinaigre', '6 cornichons aigre-doux', '1 salade laitue', 'Persil plat', 'Fromage selon votre inspiration)']"
790,790,https://www.marmiton.org/recettes/recette_salade-d-oranges-a-l-auvergnate-pour-noel_112849.aspx,0.0,0.0,44.0,Salade d'oranges à l'auvergnate (pour Noël),50 min,facile,Coût moyen,6.0,"['12 oranges non traitées après récolte', '2 cl de vin blanc sec 12° type gewurtzträminer ou sauvignon blanc ou sancerre ou riesling....', '2 verres de moutarde de rhum ambré', '6 sachets de sucre vanillé', 'Sucre poudre', 'Cannelle']"
791,791,https://www.marmiton.org/recettes/recette_bombe-de-noel-au-grand-marnier_21288.aspx,0.0,0.0,52.0,Bombe de Noël au Grand-Marnier,2 h,difficile,Coût moyen,10.0,"['4 oeufs', '125 g de sucre', '1/2 cuillère à café de sel', '125 g de farine', '60 g de beurre', '150 g de beurre mou', '130 g de sucre glace', ""2 blancs d'oeuf"", ""zeste d'orange"", '5 cl de grand-marnier', '20 sucre en morceaux', '75 g de sucre en poudre', '6 oranges à jus', '5 cl de grand-marnier']"
792,792,https://www.marmiton.org/recettes/recette_galette-au-goumeau-de-saint-amour_10592.aspx,4.0,1.0,9.0,Galette au Goumeau de Saint-Amour,45 min,Niveau moyen,Coût moyen,4.0,"['80 g de beurre', ""20 g de saindoux (ou 100 g de beurre si vous n'avez pas de saindoux)"", '2 oeufs', '10 cl de crème épaisse', 'Farine', 'Poivre', 'Sel']"
793,793,https://www.marmiton.org/recettes/recette_galettes-de-poulet-sauce-au-chevre_45228.aspx,4.0,1.0,98.0,"Galettes de poulet, sauce au chèvre",25 min,très facile,bon marché,4.0,"['350 g de poulet', '1 cuillère à soupe de crème fraîche', '1 cuillère à soupe de fromage de chèvre émietté', '30 g de pain', '1 oeuf', 'Chapelure', '1/2 concombre', 'Tomates cerise', 'Poivre', 'Sel', 'g de fromage de chèvre', 'cuillère à soupe de crème', 'Persil', ""cuillère à soupe d'huile olive, 1 cuillère à soupe de jus citron, sel et poivre""]"
794,794,https://www.marmiton.org/recettes/recette_galette-des-rois-au-beurre-sale_70523.aspx,0.0,0.0,86.0,galette des rois au beurre salé,50 min,très facile,bon marché,6.0,"['2 pâtes feuilletées', ""130 g de poudre d'amandes"", '130 g de sucre', '60 g de beurre demi-sel', '2 oeufs', '2 cuillères à soupe de crème fraîche', '1 sachet de sucre vanillé']"
795,795,https://www.marmiton.org/recettes/recette_kartoffelpuffer-galettes-de-pomme-de-terre_95913.aspx,0.0,0.0,160.0,Kartoffelpuffer (galettes de pomme de terre),30 min,très facile,bon marché,4.0,"['8 pommes de terre moyennes', '4 cuillères à soupe de farine', '2 oeufs', 'Sel', 'Emmental râpé selon le goût', 'Huile', 'Compote de pommes chaude', 'Confiture de framboise, groseille ou cerise']"
796,796,https://www.marmiton.org/recettes/recette_galettes-de-viande-hachee_315137.aspx,0.0,0.0,143.0,Galettes de viande hachée aux épices,25 min,facile,bon marché,4.0,"['500 g de viande hachée de bœuf', '4 oeufs', '4 cuillères à soupe de farine', '2 cuillères à café de cumin en poudre', '2 cuillères à café de Ras el Hanout', '1 cuillère à café de piment en poudre', '3 cuillères à soupe de persil haché', ""Huile d'olive"", 'Sel', 'Poivre']"
797,797,https://www.marmiton.org/recettes/recette_restes-de-galettes-lasagnes-aux-pommes_35419.aspx,0.0,0.0,44.0,Restes de galettes : lasagnes aux pommes,40 min,très facile,bon marché,6.0,"['6 galettes (bretonnes) de sarrasin (on peut recycler les galettes ""ratées"")', '4 pommes (type Bertrane)', '10 cl de cidre', ""150 g de pâte d'amande"", '1 briquette de lait concentré non sucré', '1 noix de beurre salé (10 g)', '4 cuillères à soupe de cassonade (facultatif)']"
798,798,https://www.marmiton.org/recettes/recette_galette-au-sucre-et-aux-amandes_25475.aspx,4.8,5.0,141.0,GALETTE AU SUCRE ET AUX AMANDES,40 min,très facile,bon marché,8.0,"['250 g de farine', '1 pincée de sel', '150 g de sucre', '1 paquet de levure', '3 oeufs', '200 g de crème', '100 g de sucre', '50 g de beurre', ""50 g d'amandes""]"
799,799,https://www.marmiton.org/recettes/recette_galettes-legeres-pommes-de-terre-et-chevre_32603.aspx,4.2,22.0,2500.0,Galettes légères pommes de terre et chèvre,23 min,très facile,bon marché,4.0,"['120 g de chèvre coupée en rondelles', '600 g de pomme de terre', '1 oignon', 'Beurre allégé', '1 pomme (plutôt acidulée, genre gala ou pink lady)', 'Poivre et muscade', 'Sel']"
800,800,https://www.marmiton.org/recettes/recette_mille-feuille-de-galettes-aux-saumons_58160.aspx,5.0,4.0,115.0,Mille-feuille de galettes aux saumons,20 min,facile,bon marché,4.0,"['3 galettes de blé noir', '20 cl de crème fleurette', '1 pavé de saumon ou une boite de saumon', '2 tranches de saumon fumé', 'Aneth', 'Poivre', 'Sel']"
801,801,https://www.marmiton.org/recettes/recette_gateau-leger-aux-epices-de-noel_63523.aspx,0.0,0.0,58.0,Gâteau léger aux épices de Noël,1h20,facile,bon marché,6.0,"['70 g de fructose cristallisé', '1.25 kg de fromage blanc à 0% de m.g.', '4 oeufs', '1 cuillère à café de vanille', ""1 cuillère à café d'épices cannelle, anis, cumi"", '2 citrons non-traités', '120 g de farine tamisée', '100 g de raisins secs (facultatif)', '1 pincée de sel', '1 noix de margarine au tournesol']"
802,802,https://www.marmiton.org/recettes/recette_la-simplissime-galette-de-juliette-nutella-framboise_49437.aspx,4.0,3.0,114.0,La Simplissime Galette de Juliette (nutella-framboise),50 min,très facile,bon marché,8.0,"['1 pâte brisée et 1 pâte feuilletée (ou 2 feuilletées, pour plus de croustillant)', '4 cuillères à soupe de nutella + une noisette', 'Framboises (fraîches ou surgelées)']"
803,803,https://www.marmiton.org/recettes/recette_galettes-aux-champignons-frais-et-saumon_52063.aspx,3.5,2.0,124.0,Galettes aux champignons frais et saumon,30 min,très facile,bon marché,2.0,"['2 galettes (bretonnes) au sarrasin (rayons frais supermarché)', '400 g de champignon de Paris frais', '150 g de saumon fumé (4 petites tranches)', 'Crème liquide', 'Persil frais', 'Ail', 'Poivre', 'Sel', 'Bouillon cube']"
804,804,https://www.marmiton.org/recettes/recette_galettes-de-poisson-aux-jeunes-oignons_170399.aspx,5.0,1.0,100.0,Galettes de poisson aux jeunes oignons,1h05,facile,Coût moyen,6.0,"['400 g de poisson au choix (cabillaud, colin, bar...)', '1 l de court-bouillon', '400 g de pomme de terre', ""1 botte d'oignon"", '2 cuillères à soupe de crème fraîche épaisse', '1 oeuf', '1 cuillère à soupe de sauce soja', ""6 cuillères à soupe d'huile de soja"", 'Poivre', 'Sel']"
805,805,https://www.marmiton.org/recettes/recette_galette-aux-courgettes-et-aux-tomates_16590.aspx,4.4,7.0,126.0,Galette aux courgettes et aux tomates,35 min,très facile,bon marché,2.0,"['Pâte à pizza', '2 courgettes', '3 tomates', 'Poivre', 'Sel', ""Huile d'olive"", 'Herbes aromatiques (thym, basilic, romarin...)']"
806,806,https://www.marmiton.org/recettes/recette_galettes-penn-sardines-9-eme-rencontre-marmiton_31463.aspx,4.0,1.0,83.0,Galettes Penn Sardines (9 ème rencontre Marmiton),1h30,très facile,Coût moyen,10.0,"['250 g de farine de sarrasin', '2 grosses cuillères à soupe de farine froment (= 70 g)', '1 oeuf', '1 petite cuillère de sel', ""2 cuillères à soupe d'huile (neutre)"", '1 tasse de lait', '1 eau froide', ""300 g de sardine à l'huile (neutre, et ôter l'huile)"", '100 g de beurre doux', '4 bonnes cuillères à soupe de whisky', '2 cuillères à soupe de persil haché', '3 pommes Granny Smith, épluchées et émincées', '100 g de beurre salé']"
807,807,https://www.marmiton.org/recettes/recette_galette-de-pomme-de-terre-au-sucre_168196.aspx,0.0,0.0,50.0,Galette de pomme de terre au sucre,40 min,très facile,bon marché,4.0,"['6 pommes de terre', '2 oeufs', '2 cuillères à soupe de farine', 'Sucre semoule', ""Huile d'olive""]"
808,808,https://www.marmiton.org/recettes/recette_galette-de-pates-a-la-sauce-tomate_26663.aspx,0.0,0.0,36.0,Galette de pâtes à la sauce tomate,30 min,très facile,bon marché,4.0,"['250 g de spaghetti', ""2 cuillères à soupe d'huile"", '20 g de beurre', '1 oignon', '1/2 boîte de tomates pelées', 'Poivre', 'Sel', '1 oeuf', 'Parmesan râpé', 'Sauce tomate']"
811,811,https://www.marmiton.org/recettes/recette_gateau-leger-aux-epices-de-noel_63523.aspx,0.0,0.0,58.0,Gâteau léger aux épices de Noël,1h20,facile,bon marché,6.0,"['70 g de fructose cristallisé', '1.25 kg de fromage blanc à 0% de m.g.', '4 oeufs', '1 cuillère à café de vanille', ""1 cuillère à café d'épices cannelle, anis, cumi"", '2 citrons non-traités', '120 g de farine tamisée', '100 g de raisins secs (facultatif)', '1 pincée de sel', '1 noix de margarine au tournesol']"
812,812,https://www.marmiton.org/recettes/recette_galette-de-pomme-de-terre-au-sucre_168196.aspx,0.0,0.0,50.0,Galette de pomme de terre au sucre,40 min,très facile,bon marché,4.0,"['6 pommes de terre', '2 oeufs', '2 cuillères à soupe de farine', 'Sucre semoule', ""Huile d'olive""]"
813,813,https://www.marmiton.org/recettes/recette_galette-de-pates-a-la-sauce-tomate_26663.aspx,0.0,0.0,36.0,Galette de pâtes à la sauce tomate,30 min,très facile,bon marché,4.0,"['250 g de spaghetti', ""2 cuillères à soupe d'huile"", '20 g de beurre', '1 oignon', '1/2 boîte de tomates pelées', 'Poivre', 'Sel', '1 oeuf', 'Parmesan râpé', 'Sauce tomate']"
816,816,https://www.marmiton.org/recettes/recette_petite-galette-de-carotte-celeri-et-poulet_175934.aspx,4.5,2.0,75.0,"Galette de carotte, céleri et poulet",50 min,facile,bon marché,4.0,"['6 carottes', '1/4 céleri-rave', ""2 filets de poulet (ou les restes d'un poulet rôti)"", '1 oeuf', '15 cl de crème végétale ou de crème liquide', '3 cuillères à soupe de farine de pois chiche', '1/2 citron', ""Huile d'olive"", 'Curry', 'Cumin', 'Sel', 'Poivre', 'Graines de tournesol']"
817,817,https://www.marmiton.org/recettes/recette_galette-de-semoule-a-la-muscade_61189.aspx,3.5,2.0,74.0,Galette de semoule à la muscade,20 min,facile,bon marché,4.0,"['175 g de semoule fine', '50 cl de lait', '150 g de gruyère', '1 pincée de sel', '1 cuillère à café de muscade', 'Beurre']"
821,821,https://www.marmiton.org/recettes/recette_galette-bretonne-aux-fruits-confits-epiphanie_55080.aspx,2.0,1.0,23.0,Galette bretonne aux fruits confits (Epiphanie),45 min,très facile,bon marché,6.0,"['125 g de beurre', '100 g de sucre', '1 oeuf', '2 g de sel', '1 cl de rhum', 'Raisins secs', '40 g de fruit confit hâchés', '250 g de farine', '1 g de levure chimique']"
822,822,https://www.marmiton.org/recettes/recette_galette-doloise-de-ma-grand-mere_344052.aspx,0.0,0.0,18.0,Galette Dôloise de ma Grand Mère,30 min,facile,bon marché,6.0,"['100 g de sucre', '1 pincée de sel', ""2 verres d'eau"", '60 g de beurre', '200 g de farine', '4 oeufs', ""6 cuillères à soupe d'eau de fleur d'oranger""]"
823,823,https://www.marmiton.org/recettes/recette_galette-du-chaperon-rouge-de-meme_391685.aspx,0.0,0.0,0.0,Galette du Chaperon Rouge de Mémé,20 min,facile,bon marché,2.0,"['2 pains s au lait', '1 tasse de lait', '1 oeuf', '/ sachet de sucre vanillé (option 1)', '10 g de chocolat noir (ou option 2)']"
824,824,https://www.marmiton.org/recettes/recette_gambas-et-leurs-galettes-de-legumes_87120.aspx,0.0,0.0,41.0,Gambas et leurs galettes de légumes,55 min,facile,Coût moyen,2.0,"['8 gambas', '2 pommes de terre', '2 carottes', 'Sésame (à doser selon les goûts)', '20 cl de crème fraîche', '1 cuillère de curcuma', '1 oeuf', 'Poivre', 'Sel']"
825,825,https://www.marmiton.org/recettes/recette_galette-doloise-de-ma-grand-mere_344052.aspx,0.0,0.0,18.0,Galette Dôloise de ma Grand Mère,30 min,facile,bon marché,6.0,"['100 g de sucre', '1 pincée de sel', ""2 verres d'eau"", '60 g de beurre', '200 g de farine', '4 oeufs', ""6 cuillères à soupe d'eau de fleur d'oranger""]"
826,826,https://www.marmiton.org/recettes/recette_galette-du-chaperon-rouge-de-meme_391685.aspx,0.0,0.0,0.0,Galette du Chaperon Rouge de Mémé,20 min,facile,bon marché,2.0,"['2 pains s au lait', '1 tasse de lait', '1 oeuf', '/ sachet de sucre vanillé (option 1)', '10 g de chocolat noir (ou option 2)']"
827,827,https://www.marmiton.org/recettes/recette_gambas-et-leurs-galettes-de-legumes_87120.aspx,0.0,0.0,41.0,Gambas et leurs galettes de légumes,55 min,facile,Coût moyen,2.0,"['8 gambas', '2 pommes de terre', '2 carottes', 'Sésame (à doser selon les goûts)', '20 cl de crème fraîche', '1 cuillère de curcuma', '1 oeuf', 'Poivre', 'Sel']"
828,828,https://www.marmiton.org/recettes/recette_petites-tartes-de-galettes-et-saumon_88352.aspx,0.0,0.0,42.0,Petites tartes de galettes et saumon,35 min,très facile,bon marché,6.0,"['3 galettes de blé noir', '1 pavé de saumon 180 g à 200 g', ""150 g d'épinards surgelés"", '20 cl de crème fraîche liquide', '2 oeufs', 'Poivre', 'Sel', 'Muscade', '1 chèvre frais', 'Chapelure']"
829,829,https://www.marmiton.org/recettes/recette_galettes-de-pommes-de-terre-printanieres_22426.aspx,0.0,0.0,19.0,Galettes de pommes de terre printanières,1 h,facile,bon marché,2.0,"['1 chou nouveau lisse', '3 pommes de terre', '1 oignon', ""2 gousses d'ail"", '4 cuillères à soupe de farine (dont 1 de farine complète)', '50 g de comté coupé en petits dés', 'Sel', 'Beurre fondu']"
830,830,https://www.marmiton.org/recettes/recette_galettes-de-pommes-de-terre-au-fromage_69303.aspx,4.3,3.0,230.0,Galettes de pommes de terre au fromage,40 min,très facile,bon marché,3.0,"['300 g de pomme de terre non pelées', '40 g de gruyère', '1 oeuf', '40 g de faisselle égouttée', '30 g de farine', 'Poivre', 'Sel', 'Huile', 'Persil']"
831,831,https://www.marmiton.org/recettes/recette_galette-de-pommes-de-terre-au-comte_18199.aspx,4.3,3.0,341.0,Galette de Pommes de Terre au Comté,50 min,facile,bon marché,8.0,"['1.2 kg de pomme de terre .', '300 g de comté fruité.', '1 oeuf .', '50 g de farine .', ""1 gousse d'ail ."", 'Poivre', 'Sel', 'Persil haché']"
